date,headline,news,pdf-pill-label (2),text-nowrap,endless_more href,endless_more,minorchange (6),minorchange (7),minorchange (8),loginModal href,cblack href,cblack,pp-restricted-content href,pp-restricted-content,hidden-premium-post,hidden-premium-post href,hidden-premium-post (2),hidden-premium-post (3),pp-readmore-btn src,hideForSubscriber,minorchange (9),minorchange (10),card-block (3),card-block href,card-block (4),card-block href (2),card-block href (3),card-block (5),card-block (6),card-block href (4),card-block (7),card-block (8),card-block (9),card-block (10),card-block (11),card-block (12),card-title,card-block (50),card-block (51),gr href
"12 Jun 2019, 04:04PM",Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Jun 2019,"RIL, BP to go ahead with 3rd phase of KG-D6 block",Reliance Industries Ltd (RIL) and BP on Tuesday announced the sanction for the MJ project (also known as D55) in Block KG D6 on the east coast. MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Jun 2019,Reliance Industries Ltd - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Jun 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=368&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jun 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jun 2019,"Jio GigaFiber reduces security deposit to Rs 2,500; check out price details","Up until now, a user could get access to the GigaFiber connection for free under the 'Preview offer' but had to pay a security deposit of Rs 4,500. However, this may not be the case anymore as Jio has made certain modifications in its plans.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jun 2019,RIL-Saudi Aramco deal said to have hit roadblock,ETNOW reported this morning that the talks have got stalled over valuation concerns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jun 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Jun 2019,"JioPhone 2 Flash Sale: Check Timings, Price And Other Details Here",JioPhone 2 is an upgraded version of Reliance Jio's existing feature phone called JioPhone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Jun 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Jun 2019,"Reliance Jio 1.5-5 GB/Day Data Packs: Recharge Plans, Other Details Here",Jio Recharge Plans: Reliance Jio is currently offering 12 different recharge plans for usage of 1.5 GB of data up to usage of 5 GB of data per day along with voice calls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Jun 2019,RIL resumes lobbying in US; sanctions the focus,Corporate giant Reliance Industries Ltd (RIL) has resumed lobbying among US lawmakers through a new lobbyist for advocating its position on the US ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 May 2019,"PM Modi swearing-in ceremony: Mukesh Ambani, Ratan Tata arrive at Rashtrapati Bhavan","Business tycoons, including Reliance Industries Chairman Mukesh Ambani, Tata Group's Chairman Emeritus Ratan Tata, and ArcelorMittal Chairman Lakshmi Niwas Mittal, are present to witness the beginning of a new chapter of Indian democracy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=369&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 May 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 May 2019,Seven of top-10 firms add 1.42 lakh cr in m-cap; RIL shines,"Seven of the 10 most valued Indian firms together added 1.42 lakh crore in market valuation last week, propelled by a broad rally in the equity mark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 May 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 May 2019,Reliance Industries Ltd - 500325 - Reg.24(A)-Annual Secretarial Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 May 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 May 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 May 2019,,,,,,,,,,,https://trendlyne.com/posts/1900744/counting-on-modi-these-stocks-fell-on-election-anxiety-rose-with-exit-polls,"Counting on Modi: these stocks fell on election anxiety, rose with exit polls",,,,,,,,,,,,,,,,,,,,,,,,,,,"There are a few stocks whose fortunes in the stock market  are tied to the electoral luck of the current Prime Minister and government. These stocks - Adani group companies, as well as Anil Ambani group companies and Mukesh Ambani's Reliance, are almost a proxy for worry about Modi winning, and then growing confidence that his party will pull through the elections with a majority.",
22 May 2019,"Mobile user base dips 22 mn in March, suffers biggest fall since April 2018","Mukesh Ambani's Reliance Jio, however, continued to add wireless subscribers; gains 9.49 million users during the month under review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 May 2019,Reliance Industries Ltd - 500325 - Compliance Under Regulation 23(9) Of The Securities And Exchange Board …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=370&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 May 2019,Fake News Alert: There's no Jio offer to celebrate Mumbai Indians' IPL win,Reliance Jio has not started any such offer and the viral message propagates incorrect information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 May 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 May 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 May 2019,Reliance again becomes most-valued firm by m-cap,"At the close of trade, RIL's market capitalisation (m-cap) was at Rs 7,98,385.98 crore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 May 2019, 10:24PM",RIL moved out registered offices of its 5 subsidiaries to Ahmedabad in a year,"The list of companies includes four related with telecom arm Reliance Jio, while the fifth one is an investment company promoted by Mukesh Ambani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 May 2019, 05:14PM",Reliance entry to digitise 5 million kirana stores by 2023: report,Looks to install Jio MPoS device at kirana stores to connect neighbourhood suppliers and customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 May 2019,"Gone in 5 days: RIL loses Rs 1 lakh cr, most valuable' tag","Gone in 5 days: RIL loses Rs 1 lakh cr, most valuable' tagRIL lost its tag as India's most valuable firm, with TCS regaining the spot for the first time since Jan 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 May 2019,Reliance Industries Buys Hamleys Toy Stores From Chinese Group,"The acquisition by Reliance Industries, owned by billionaire Mukesh Ambani, marks the conglomerate's first foray in an overseas retail brand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 May 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=371&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 May 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 May 2019,Reliance Industries Ltd - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 May 2019,Headwinds in core biz can lead to RIL's earnings growth decline in FY20,Headwinds in refining and petrochemical businesses can lead to earnings growth decline in FY20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 May 2019,"Post consolidation, RIL will be outperformer: Nitin Raheja","Market to have a downward bias in short term , says Raheja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 May 2019,JioPhone Users Can Recharge Their Device Using These Five Plans,"Jio phone recharge: Meant for Reliance Jio prepaid customers using the private sector telecom service provider's JioPhone devices, these recharge packs are priced from Rs 49 to Rs 594. The...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 May 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 May 2019,Triple honours for Jio at Golden Globe Tigers Award 2019,The Golden Globe Tigers Award recognise Jio's market leadership; JioPhone - India ka smartphone; and the new interactive gaming platform Jio Cricket Play Along (JCPA).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 May 2019,RIL's online marketplace to have biggest hyperlocal logistics network,"More than 10,000 stores under the various Reliance retail brands and over 2.5 million kirana stores have already tied up with it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 May 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Code of Conduct under SEBI (PIT) …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=372&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 May 2019,Worrying fall in Reliance return on assets despite better-than-expected numbers,"Rising capital spend, dipping refining margin and slowing telecom business revenue afflict RIL balance sheet as FY19 return on assets plummets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Apr 2019,Can Reliance repeat its telecom success in e-commerce? Experts are divided,"As Mukesh Ambani-led Reliance Retail, the retail arm of Reliance Industries, gears to enter e-commerce in the next few months, the key question is wh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Format of Initial Disclosure to be made by an entity …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 2019,Mukesh Ambani's personal companies reduce debt by selling assets,The debt reduction by RIHPL comes at a time when Reliance Industries is in talks with Saudi Aramco to sell around 25 per cent stake in its refining and petrochemicals businesses for $10-15 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Apr 2019,"What do political leaders invest in ? Mutual funds, Reliance shares and even Kingfisher Airlines","Shares of Mukesh Ambani-led Reliance Industries Ltd (RIL), the country's most valued company with a market capitalistion of over Rs 8.82 lakh crore, can be found in the portfolios of several leaders, as per disclosures made in election affidavits of many contestants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 2019,"RIL, 2 sectors Nischal Maheshwari fav bets right now","Most institutions think that over a year or two, telecom stocks would be worth taking a bet on.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Apr 2019,Just one telecom rival now stands in Mukesh Ambani's way,Just one telecom rival now stands in Mukesh Ambani's wayGrowth at breakneck speed has been the hallmark of Jio's story since its big-bang launch in September 2016.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Apr 2019,"Reliance Industries Hits Record High, Extends Gains To Third Straight Day","On the National Stock Exchange (NSE), the Reliance Industries share price rose as much as 1.65 per cent to Rs 1,412.40.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=373&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Apr 2019,Reliance Jio's GigaFiber set to bring broadband-TV-landline combo for Rs 600,"Reportedly, the Jio GigaFiber will also give option to connect at least 40 devices to its smart home network for up to Rs 1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 2019,These techies are riding on Reliance Industries' might to enter mega league,"For Arvind Pani of Reverie and Haptik's Aakrit Vaish, RIL's investment allows them to continue pursuing their passion and building solutions for a much larger audience that only a Reliance can provide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 2019,RIL climbs 1% amid SoftBank investment buzz,SoftBank is said to be interested in Jio's tech-telecom-e-commerce integrated play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Apr 2019,,,,,,,,,,,https://trendlyne.com/posts/1862704/reliance-industries-falls-in-share-price-after-q4-results,Reliance Industries falls in share price after Q4 results,,,,,,,,,,,,https://trendlyne.com/fundamentals/stock_in_screens/1127/,,,,,,,,,,,,,,,"Reliance Industries (which is in 18 stock screeners) posted a record quarterly profit on Thursday, a number enabled by its retail and telecom businesses, but investors saw a couple of things to worry about - weaker performance in its refining and petrochem businesses, as well as falling operating profit margin YoY. Operating profit margin fell close to 5% YoY.  Net profit grew 9.4% YoY.",
22 Apr 2019,"Yes Sec has a 1-yr price target of Rs 1,835 for RIL","The refining side of the business will grow at a much healthier pace than in FY19, says Jain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Apr 2019,,"RIL is creating value via (1) Transition from a low-multiple refining business to the consumer-oriented, digitally fired R-Jio, (2) Monetisation and deleveraging achieved by hiving off fiber and tower assets, (3) GRMs rising post the new IMO regulations (est. USD 9.2-12.0/bbl over FY19-21E). Our SoTP is Rs 1,535/sh (7.5x EV/e for refining, 9x EV/e for petchem, Rs 6.0/sh for domestic E&P, 1x EV/capital for Shale, 25x EV/e for Retail and 10x EV/e for Telecom). We upgrade RIL to BUY after the 4QFY19 beat. We believe RIL will be the biggest beneficiary of the IMO regulations, as it is the most complex refiner globally. Hiving off R-Jios optical fiber and tower assets will unlock value by reducing attributable consolidated debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Apr 2019,,"Operating profit before other income and depreciation increased 12.7% to Rs 20,832 crore from Rs 18,477 crore in the corresponding period of the previous year. The growth in operating profit was led by strong operating performance in Petrochemicals, Retail and Digital services...",,,,,,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=374&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Apr 2019,,Reliance Industries' Q4FY19 operating profit were slightly above expectations owing to strong petchem margins and higher than expected other income. Lower petchem volume and lower refinery profits led to a 2.3% QoQ fall in EBITDA. Petchem margin of 18.8% and GRM of US$8.2/bbl were above our estimates of 17.5% and US$8/bbl respectively. Organised Retail business and Digital Services business segmental profit...,,,,,profit,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Apr 2019,,"We remain positive on Jio's wireless operations. Jio was already capitalizing a portion of its opex. The InvIT transaction raises additional concerns. Till now it was an interplay between PL (opex) and BS (capitalization of expenses). Now it will be off-balance sheet on InvITs. In our view, investors should look beyond the debt reduction and focus on incremental monetization options for the business tariff hikes and/or ancillary revenues. Jios 4QFY19 was marginally weak. To abate investors concerns of persistent capex, cash burn and rising debt, Jio/RIL finally re-engineered its BS with transfer of fiber and tower assets to SPVs majority owned by InvITs. This will lead to ~Rs 600bn de-leveraging for Jio. We value Jio at EV of Rs 2.9tn at 10x FY21E EV/EBITDA (Rs 490/sh of RIL).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2019,"Reliance says not violating US sanctions on Venezuela, bought oil with knowledge of US authorities",Reliance Industries (RIL) said it is not violating any US sanctions or policies and purchased crude from companies such as ROSNEFT long before the imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2019,,"RJio asset hive-off, retail save the day; cut to ADD on soft upside Reliance Industries' (RIL) Q4FY19 EBITDA was in line at Rs 208bn (+13% YoY, 2% QoQ). Key highlights were higher GRMs at US$ 8.2/bbl (US$ 7.7 est.) and retail business EBITDA at Rs 19.2bn (+77% YoY). RJio's subscriber traction remains robust, while the transfer of ~Rs 1.3tn in assets to the InvIT has pared debt. We raise FY20E/FY21E earnings by 5.4%/13.2% to bake in stronger RJio & retail profitability and roll over to a new Mar'20 TP of Rs 1,510 (vs....",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2019,"With 33 deals, FY19 was the busiest year for RIL's M&A; team in a decade","Reflective of the conglomerate's ambition to turn into a consumer-driven business, most of the acquisitions in the last financial year were for its digital, retail, or related verticals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2019,"With RCom deal terminated, Jio is ready to buy spectrum from open market","Anshuman Thakur, head of strategy and planning at Jio, said during the fourth quarter results press conference that it was open to buying more spectrum if required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=375&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2019,,"our estimates. For Q4, GRMs were at US$8.2/bbl (PLe: US$8.4/bbl) due to weak gasoline spreads given high inventory and weak demand. However, gasoil spreads were healthy given low inventory. Q4 refining thruput were also lower at 16MTPA (18MTPA in Q4) due to maintenance shutdown. Management is constructive about refining margins as diesel spreads are likely to get a boost from implementation of IMO 2020, as ~3.5mbpd marine fuel Sulphur standards are likely to come down. RIL is well positioned to benefit given their high complexity. However, gasoline spreads are likely to be under pressure from high...",,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,"Petrochem, retail, digital help RIL post 45% jump in FY19 revenue to Rs 6.2 lakh cr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,"RIL's Q4 net profit rises 9.8% to 10,362 cr","Full-year profit up 13% at 39,588 crore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,Reliance Industries Ltd - 500325 - Announcement under Regulation 30 (LODR)-Investor Presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,"Reliance Jio posts net profit of Rs 840 crore in Q4 FY19, to focus on GigaFiber","Reliance Jio's net profit for the financial year 2018-19 was Rs 2,964 crore as opposed to Rs 723 crore during 2017-18, amounting to an increase of 310 per cent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Board recommends Dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,Reliance Industries Ltd - 500325 - Standalone And Consolidated Audited Financial Results For The Quarter / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2019,RIL shares jump 3% ahead of Q4 earnings,Sharekhan expects RIL earnings to be impacted by weakness in refining margin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=376&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 2019,Mukesh Ambani among TIME's list of 100 most influential people,"Mukesh Ambani among TIME's list of 100 most influential peopleThe Time 100 Most Influential People 2019 list was released Wednesday, naming the world's most influential pioneers, leaders, titans, artists and icons of the year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 2019,RIL-Aramco deal fits well for both their future strategies,"If through, the deal will help the kingdom pare dependence on oil, while Reliance will get a toehold in the consumer business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Apr 2019,Reliance Industries Ltd - 500325 - Compliance With Regulation 7(3) Of The Securities And Exchange Board …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 2019,Annu Tandon's journey from RIL to the hard grind of election politics,Tandon herself is proud that she belongs to a party that lets her do the kind of politics she believes in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 2019,"Reliance Jio's fibre unit readies Rs 27,000 crore war chest to fund expansion",The funds will be used by the company to expand its data network and attract users from other companies and businesses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Apr 2019, 07:52PM","Reliance Jio Sachet Packs: Rs 19, Rs 52 Prepaid Plans Explained","In the 2-5 GBs per day category, Reliance Jio provides seven prepaid plans in which it offers a validity period ranging from 28 days to 91 days,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=377&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Apr 2019,"RELIANCE INDUSTRIES LTD. - 500325 - Board to consider Q4, FY19 results & Dividend on April …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Apr 2019,Reliance Industries Ltd - 500325 - Board Meeting Intimation for Board Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Apr 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - News Clarification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Apr 2019,Weak Q4 for Indian oil and gas companies: Nomura,"Reliance Industries' consolidated earnings will be boosted by high growth in Jio and retail, analysts commented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Apr 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Apr 2019,"Mukesh Ambani sets out to change the face of Indian cities, first project already on","Here comes an Ambani project that could, in due course, reset the entire urban infrastructure scene in India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Apr 2019,Reliance Industries denies any link to $1.2 b money-laundering case in Netherlands,Dutch investigators last week arrested three former employees of a local firm suspected of laundering $1.2 billion through over-invoicing services and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Apr 2019,Reliance Industries Ltd - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=378&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 2019,"Mukesh Ambani, Sunil Mittal consider competing for stake in Zee: Report","Zee, which is controlled by media mogul Subhash Chandra, is seeking a strategic investor to help fend off competition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 2019,Reliance Jio acquires AI-firm Haptik for Rs 700 crore,Reliance Jio acquires Haptik: This transaction enables the telco to leverage Haptik's capabilities across various devices and touch points in the consumer's journey and the addressable market opportunity is pegged at over 1 billion users in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Apr 2019,Reliance Industries Ltd - 500325 - Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Apr 2019,Reliance Jio transfers fibre and tower infrastructure to InvITs,The optic fibre cable infra was with Jio Digital Fibre and the tower infra with Reliance Jio Infratel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Apr 2019,,"RIL's stock price has almost tripled over the last five years, outperforming the Niftyby122% on a cumulative basis. This has been driven by the strengthening refining/petrochem businesses and the significant build-up in its retail and telecom segments",,,,,,,,https://trendlyne.com/visitor/loginmodal.html?next=/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=378&qstime=1728896616&querystring_key=next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 2019,RELIANCE INDUSTRIES LTD. - 500325 - Transfer Of Optic Fibre Cable Infrastructure Undertaking And Tower Infrastructure …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
